Date,Number 1,Number 2,Number 3,Number 4,Number 5,Powerball,Power Play,Jackpot
7/7/2025,69,61,33,58,35,25,5,204100000
7/5/2025,58,50,1,28,34,8,2,192400000
7/2/2025,7,21,19,63,54,21,2,175000000
6/30/2025,52,13,28,55,44,6,4,163100000
6/28/2025,4,43,62,52,35,12,2,152800000
6/25/2025,37,61,12,2,51,22,3,139800000
6/23/2025,42,25,44,65,5,20,3,129100000
6/21/2025,52,32,62,3,16,24,3,119600000
6/18/2025,50,64,23,29,67,11,2,102200000
6/16/2025,27,21,17,23,52,19,5,90200000
6/14/2025,4,59,23,9,6,25,3,80300000
6/11/2025,25,53,13,37,29,3,2,65200000
6/9/2025,43,33,30,52,40,25,4,54400000
6/7/2025,36,43,31,62,48,25,2,45000000
6/4/2025,17,35,45,5,23,24,10,30200000
6/2/2025,7,1,61,57,44,21,3,20000000
5/31/2025,56,37,29,1,68,13,2,204500000
5/28/2025,27,23,32,35,59,11,2,189700000
5/26/2025,47,67,13,64,52,25,2,177200000
5/24/2025,48,28,18,52,12,5,3,167000000
5/21/2025,29,9,31,34,43,2,2,146600000
5/19/2025,14,13,50,60,37,11,2,135100000
5/17/2025,42,52,7,34,40,15,2,125000000
5/14/2025,29,24,4,53,10,4,3,106400000
5/12/2025,15,48,16,41,60,21,3,94100000
5/10/2025,5,39,28,20,42,13,2,83600000
5/7/2025,30,40,59,14,15,20,3,66200000
5/5/2025,34,16,40,45,66,19,2,55200000
5/3/2025,10,65,23,21,35,24,2,45600000
4/30/2025,3,57,1,2,59,9,2,30100000
4/28/2025,51,26,56,43,60,24,4,20000000
4/26/2025,1,12,69,18,14,2,3,167300000
4/23/2025,44,69,66,15,63,20,2,151300000
4/21/2025,51,33,46,4,45,25,3,139200000
4/19/2025,63,37,7,39,25,1,3,128900000
4/16/2025,49,20,42,43,24,19,3,113900000
4/14/2025,52,62,20,3,30,1,3,100600000
4/12/2025,53,44,16,22,45,19,2,88700000
4/9/2025,4,55,37,29,67,10,4,66000000
4/7/2025,66,23,59,48,20,4,2,54900000
4/5/2025,23,30,46,4,62,2,4,45000000
4/2/2025,17,5,64,41,69,1,2,30800000
3/31/2025,64,12,41,44,52,25,2,20000000
3/29/2025,21,7,11,61,53,2,3,526500000
3/26/2025,53,39,29,20,5,6,3,483100000
3/24/2025,36,6,47,35,23,12,2,461600000
3/22/2025,57,7,25,46,6,12,3,443300000
3/19/2025,59,21,49,11,8,15,2,417900000
3/17/2025,60,18,38,23,11,9,2,398200000
3/15/2025,54,12,33,36,28,5,3,380600000
3/12/2025,58,11,28,51,13,1,2,353300000
3/10/2025,17,47,55,50,40,6,2,335700000
3/8/2025,23,2,16,63,4,13,3,320200000
3/5/2025,40,24,28,65,63,20,3,294900000
3/3/2025,18,50,52,56,20,20,2,279100000
3/1/2025,36,2,49,23,44,25,3,264700000
2/26/2025,48,28,55,60,62,20,2,249200000
2/24/2025,68,59,10,34,11,14,3,233000000
2/22/2025,22,65,18,50,7,15,2,218800000
2/19/2025,60,21,49,28,6,20,2,195500000
2/17/2025,52,4,47,44,57,9,4,183100000
2/15/2025,45,3,56,54,16,12,2,172000000
2/12/2025,49,32,21,45,36,18,2,153600000
2/10/2025,43,18,29,17,2,3,3,141500000
2/8/2025,60,62,23,57,44,9,2,130800000
2/5/2025,19,62,50,30,27,14,3,115000000
2/3/2025,37,60,47,12,54,17,3,101000000
2/1/2025,32,29,49,23,61,8,2,88400000
1/29/2025,38,31,12,8,33,18,3,71300000
1/27/2025,2,47,55,40,53,20,2,58600000
1/25/2025,8,17,15,53,66,14,3,47800000
1/22/2025,40,6,49,27,5,5,2,30700000
1/20/2025,54,32,15,47,16,6,3,20000000
1/18/2025,35,14,69,31,64,23,2,328500000
1/15/2025,41,58,52,53,8,7,3,305100000
1/13/2025,4,6,66,16,39,9,2,285400000
1/11/2025,32,65,6,3,37,4,3,268300000
1/8/2025,43,20,1,36,38,24,2,238000000
1/6/2025,17,34,46,67,66,14,2,220200000
1/4/2025,43,54,56,26,32,24,2,205900000
1/1/2025,66,6,28,12,35,26,3,181100000
12/30/2024,39,9,38,19,33,1,3,166000000
12/28/2024,55,6,31,51,54,12,2,151900000
12/25/2024,30,26,15,35,27,3,3,124100000
12/23/2024,22,57,42,64,44,18,2,108000000
12/21/2024,21,1,17,12,58,1,3,92100000
12/18/2024,15,18,6,33,49,7,2,70800000
12/16/2024,33,57,9,61,30,17,2,58100000
12/14/2024,12,52,17,23,67,1,2,47900000
12/11/2024,50,13,44,52,54,20,2,30400000
12/9/2024,45,35,37,51,40,24,2,20000000
12/7/2024,57,43,31,55,1,22,2,256000000
12/4/2024,28,61,23,25,1,13,2,240000000
12/2/2024,26,61,9,3,67,13,2,225200000
11/30/2024,4,29,24,39,63,25,4,212300000
11/27/2024,13,7,6,1,40,5,5,198600000
11/25/2024,5,35,63,60,45,12,2,183600000
11/23/2024,13,67,12,34,44,8,3,171700000
11/20/2024,62,30,60,64,16,25,3,155300000
11/18/2024,69,52,27,31,41,26,3,143900000
11/16/2024,38,25,22,21,32,16,5,133800000
11/13/2024,58,20,43,9,26,9,2,114900000
11/11/2024,46,24,21,34,3,9,3,102700000
11/9/2024,24,56,50,11,66,16,2,92100000
11/6/2024,37,17,12,62,58,4,2,76000000
11/4/2024,48,53,6,33,18,21,10,65000000
11/2/2024,58,61,45,48,10,2,3,55100000
10/30/2024,13,29,43,58,22,22,3,39200000
10/28/2024,21,27,67,48,32,17,2,28900000
10/26/2024,51,45,12,40,8,15,2,20000000
10/23/2024,2,29,15,27,39,20,2,478200000
10/21/2024,25,57,62,64,1,15,2,455900000
10/19/2024,45,7,19,16,64,25,3,436600000
10/16/2024,44,39,4,60,30,11,2,408800000
10/14/2024,14,33,64,67,18,14,2,388100000
10/12/2024,20,41,57,14,5,6,3,371000000
10/9/2024,32,43,66,53,25,10,3,337300000
10/7/2024,31,63,52,18,30,22,2,319000000
10/5/2024,2,46,12,52,65,3,2,302600000
10/2/2024,37,21,2,43,1,21,3,273500000
9/30/2024,69,30,11,9,43,20,2,258400000
9/28/2024,11,24,13,39,3,22,3,245100000
9/25/2024,26,46,45,52,2,21,2,223900000
9/23/2024,37,21,15,25,45,19,3,209300000
9/21/2024,21,45,17,37,19,14,2,196800000
9/18/2024,1,22,68,47,11,7,4,176300000
9/16/2024,31,9,11,8,27,17,5,163400000
9/14/2024,34,48,56,29,38,16,2,152300000
9/11/2024,55,67,10,12,65,3,3,134500000
9/9/2024,21,60,47,1,16,5,3,123100000
9/7/2024,63,55,34,37,14,20,2,111500000
9/4/2024,7,33,59,10,21,20,3,94500000
9/2/2024,8,46,48,53,42,22,3,81700000
8/31/2024,4,34,69,38,35,19,2,72100000
8/28/2024,33,5,50,47,64,20,2,54900000
8/26/2024,69,68,23,2,4,15,3,43900000
8/24/2024,15,43,21,24,5,17,3,34600000
8/21/2024,33,67,27,38,31,3,2,20000000
8/19/2024,28,1,15,23,2,10,2,44300000
8/17/2024,31,43,12,45,46,22,5,34900000
8/14/2024,8,29,23,62,9,13,2,20000000
8/12/2024,22,68,9,67,57,14,3,213800000
8/10/2024,24,69,33,64,9,9,2,201900000
8/7/2024,57,47,35,19,6,9,3,184700000
8/5/2024,54,44,42,29,51,12,2,173500000
8/3/2024,33,13,61,40,60,20,3,163500000
7/31/2024,34,23,37,58,50,7,2,154100000
7/29/2024,30,11,44,27,33,16,3,142600000
7/27/2024,64,40,31,3,37,17,3,132500000
7/24/2024,42,16,68,59,63,13,2,115500000
7/22/2024,31,58,56,69,36,20,2,103100000
7/20/2024,57,40,18,25,31,4,3,92200000
7/17/2024,47,66,24,27,32,26,2,75700000
7/15/2024,9,45,39,31,40,23,3,64500000
7/13/2024,9,66,55,59,69,21,2,54800000
7/10/2024,11,7,12,27,46,26,3,39900000
7/8/2024,45,31,22,33,20,1,3,29200000
7/6/2024,39,49,35,32,5,21,2,20000000
7/3/2024,55,26,2,33,57,22,2,139300000
7/1/2024,55,9,39,32,5,9,2,126600000
6/29/2024,51,61,54,26,69,25,3,115500000
6/26/2024,56,4,9,47,36,7,5,96200000
6/24/2024,5,36,53,6,69,8,2,84000000
6/22/2024,4,15,62,32,5,21,2,73300000
6/19/2024,50,27,4,44,64,7,3,56600000
6/17/2024,58,30,66,53,48,9,2,45300000
6/15/2024,54,48,4,56,36,2,3,35200000
6/12/2024,30,62,61,19,31,21,2,20000000
6/10/2024,33,58,3,10,59,9,2,222600000
6/8/2024,38,54,64,8,52,15,3,207700000
6/5/2024,69,45,8,44,51,12,3,187100000
6/3/2024,19,45,35,29,36,16,2,173400000
6/1/2024,38,28,68,52,54,8,2,162000000
5/29/2024,17,60,56,61,34,9,2,143200000
5/27/2024,30,39,49,59,9,21,5,131000000
5/25/2024,36,33,6,64,35,24,3,121300000
5/22/2024,16,5,67,18,26,4,3,101700000
5/20/2024,68,7,1,48,64,5,2,88500000
5/18/2024,42,59,37,19,36,19,2,77500000
5/15/2024,55,45,69,19,42,6,2,60100000
5/13/2024,14,5,29,38,66,1,2,47900000
5/11/2024,6,49,39,67,3,21,2,37200000
5/8/2024,43,51,44,7,41,5,2,20000000
5/6/2024,60,56,7,24,23,25,2,214900000
5/4/2024,14,20,69,23,53,4,2,200300000
5/1/2024,1,21,19,11,68,15,2,180300000
4/29/2024,69,47,11,67,38,14,2,164100000
4/27/2024,62,55,53,9,30,23,3,151100000
4/24/2024,26,2,20,47,22,21,4,130200000
4/22/2024,39,12,16,52,33,1,2,116000000
4/20/2024,4,58,44,35,41,25,3,102500000
4/17/2024,24,54,44,47,29,2,2,80700000
4/15/2024,7,56,61,16,41,23,3,66500000
4/13/2024,43,40,33,69,7,10,5,54200000
4/10/2024,36,12,6,7,24,15,2,34200000
4/8/2024,6,54,23,39,21,23,2,20000000
4/6/2024,44,27,52,22,69,9,3,1325900000
4/3/2024,11,62,65,38,41,15,3,1131200000
4/1/2024,24,56,19,40,42,23,2,1026000000
3/30/2024,33,13,50,12,52,23,3,951100000
3/27/2024,57,60,46,66,37,8,2,873100000
3/25/2024,19,7,68,53,11,23,2,813000000
3/23/2024,6,23,51,25,34,3,2,758100000
3/20/2024,66,22,13,54,27,9,2,698600000
3/18/2024,44,39,10,17,20,16,3,655700000
3/16/2024,44,23,12,61,57,5,2,623400000
3/13/2024,29,21,62,59,54,4,2,563100000
3/11/2024,16,3,7,66,1,5,5,534300000
3/9/2024,52,63,36,30,49,16,5,511300000
3/6/2024,44,6,19,28,60,10,2,486200000
3/4/2024,42,67,36,52,50,26,2,462700000
3/2/2024,3,18,36,53,27,12,2,442100000
2/28/2024,50,38,26,29,16,6,2,414300000
2/26/2024,54,29,42,51,24,16,3,393300000
2/24/2024,3,40,58,8,53,3,3,375900000
2/21/2024,42,33,4,27,41,14,2,350500000
2/19/2024,23,45,53,4,50,17,3,331900000
2/17/2024,62,28,6,59,69,21,3,316100000
2/14/2024,1,4,45,67,47,18,2,284800000
2/12/2024,53,17,36,67,43,14,2,269200000
2/10/2024,37,27,28,34,44,8,2,256500000
2/7/2024,21,12,62,69,67,17,3,229300000
2/5/2024,1,30,27,2,67,9,5,214800000
2/3/2024,27,11,66,9,59,19,3,202900000
1/31/2024,15,43,41,19,18,14,2,187900000
1/29/2024,39,49,41,64,43,4,2,174900000
1/27/2024,38,65,68,7,66,21,2,163800000
1/24/2024,32,50,5,1,64,8,4,146300000
1/22/2024,24,63,43,25,52,21,2,133900000
1/20/2024,34,16,65,47,31,10,3,123200000
1/17/2024,65,61,22,18,43,2,4,101500000
1/15/2024,59,30,49,35,13,4,3,88900000
1/13/2024,31,13,51,58,33,15,2,78400000
1/10/2024,48,43,25,50,40,11,2,60600000
1/8/2024,7,28,40,17,45,2,3,48500000
1/6/2024,4,34,61,31,38,13,2,37700000
1/3/2024,48,30,38,68,31,8,10,20000000
1/1/2024,21,49,44,42,12,1,3,842400000
12/30/2023,26,10,34,11,27,7,4,786100000
12/27/2023,4,11,38,51,68,5,3,707200000
12/25/2023,24,20,12,5,29,4,2,660300000
12/23/2023,53,14,9,17,18,6,3,626400000
12/20/2023,41,56,35,60,27,16,2,575800000
12/18/2023,5,34,39,19,8,26,3,544400000
12/16/2023,9,3,10,20,62,25,3,520000000
12/13/2023,56,8,41,64,3,18,2,504100000
12/11/2023,31,24,62,27,1,20,3,477800000
12/9/2023,40,25,60,5,26,1,2,457800000
12/6/2023,56,2,65,12,37,21,3,437400000
12/4/2023,18,27,45,28,19,9,3,416100000
12/2/2023,35,41,60,28,47,3,2,397500000
11/29/2023,47,50,68,6,61,4,2,373900000
11/27/2023,2,61,38,66,21,12,2,354700000
11/25/2023,68,27,63,33,66,9,2,337900000
11/22/2023,42,20,39,24,33,21,2,316400000
11/20/2023,26,63,39,19,30,13,2,295500000
11/18/2023,34,61,50,51,67,20,2,279500000
11/15/2023,53,4,3,51,60,6,3,255200000
11/13/2023,35,37,33,24,42,21,2,237800000
11/11/2023,14,12,57,1,24,7,4,222500000
11/8/2023,21,33,62,39,14,20,2,198000000
11/6/2023,12,40,25,61,59,26,2,181900000
11/4/2023,28,34,1,52,30,6,2,168500000
11/1/2023,39,22,26,47,63,12,3,153800000
10/30/2023,69,19,22,66,34,5,3,138000000
10/28/2023,59,24,64,50,14,2,2,124600000
10/25/2023,68,41,53,27,25,2,2,103400000
10/23/2023,46,18,21,25,64,21,5,86800000
10/21/2023,68,24,15,67,6,11,2,73300000
10/18/2023,13,35,1,4,58,24,2,49900000
10/16/2023,2,64,31,27,44,18,3,35300000
10/14/2023,14,42,64,16,48,14,2,22800000
10/11/2023,24,52,40,22,64,10,2,1764900000
10/9/2023,67,34,46,55,16,14,3,1565200000
10/7/2023,47,60,57,65,54,19,3,1422500000
10/4/2023,63,9,35,64,54,1,2,1191900000
10/2/2023,27,12,43,47,26,5,2,1066200000
9/30/2023,30,19,46,37,44,22,2,968700000
9/27/2023,47,63,1,46,7,7,3,856100000
9/25/2023,50,10,36,22,12,4,2,793600000
9/23/2023,1,12,66,20,33,21,2,748300000
9/20/2023,27,62,16,59,63,23,3,677100000
9/18/2023,42,26,2,21,40,9,3,638900000
9/16/2023,46,19,24,8,11,5,2,608000000
9/13/2023,37,22,45,44,30,18,3,557300000
9/11/2023,53,27,25,66,9,5,2,526600000
9/9/2023,29,19,11,63,68,25,2,501800000
9/6/2023,20,23,9,14,63,1,3,462600000
9/4/2023,51,1,32,46,26,13,3,437600000
9/2/2023,38,67,25,66,42,19,4,418500000
8/30/2023,35,69,61,13,4,4,2,387100000
8/28/2023,55,6,25,68,4,26,2,364200000
8/26/2023,26,20,63,22,28,5,3,344500000
8/23/2023,33,30,32,25,55,20,2,314800000
8/21/2023,3,4,28,12,22,16,2,292800000
8/19/2023,27,38,1,62,25,13,2,274700000
8/16/2023,55,9,11,19,17,1,2,239400000
8/14/2023,37,34,47,39,32,3,2,220100000
8/12/2023,19,50,65,21,37,26,2,203500000
8/9/2023,15,67,10,21,69,3,2,177700000
8/7/2023,13,6,20,54,35,22,2,154900000
8/5/2023,62,44,65,18,42,23,2,136000000
8/2/2023,64,33,24,23,51,5,2,102100000
7/31/2023,58,2,65,11,48,13,2,82700000
7/29/2023,27,10,34,25,38,2,3,68500000
7/26/2023,3,40,16,60,48,14,2,46000000
7/24/2023,49,3,12,28,4,25,2,32100000
7/22/2023,63,37,25,27,36,7,2,20900000
7/19/2023,7,13,10,24,11,24,2,1079800000
7/17/2023,17,8,9,41,5,21,4,922000000
7/15/2023,57,43,2,55,9,18,2,829400000
7/12/2023,66,45,23,35,67,20,3,746300000
7/10/2023,34,58,24,2,53,13,2,680800000
7/8/2023,24,7,32,23,43,18,2,630500000
7/5/2023,68,17,24,62,48,23,2,557100000
7/3/2023,31,38,15,61,26,3,3,528100000
7/1/2023,4,49,61,17,35,8,2,502400000
6/28/2023,34,19,68,25,57,4,5,463500000
6/26/2023,6,54,43,28,39,12,4,442100000
6/24/2023,38,44,50,2,62,19,3,424300000
6/21/2023,5,33,35,11,63,14,2,400600000
6/19/2023,69,57,52,39,36,1,3,380700000
6/17/2023,12,61,2,64,45,26,2,365400000
6/14/2023,20,3,42,36,64,4,2,341600000
6/12/2023,68,2,23,3,16,7,2,324500000
6/10/2023,42,46,50,21,32,4,3,310100000
6/7/2023,16,53,29,66,21,2,5,285100000
6/5/2023,46,2,45,31,49,20,2,270000000
6/3/2023,15,67,64,45,68,18,2,257000000
5/31/2023,62,54,4,2,61,14,3,240900000
5/29/2023,64,35,21,62,33,24,2,225900000
5/27/2023,48,39,56,38,24,4,2,214500000
5/24/2023,58,44,21,50,12,26,3,192200000
5/22/2023,38,52,48,9,68,25,4,178700000
5/20/2023,23,63,32,38,17,23,2,168600000
5/17/2023,51,18,37,45,34,14,2,146100000
5/15/2023,58,1,26,55,28,25,2,135300000
5/13/2023,3,46,20,23,15,11,2,126100000
5/10/2023,24,55,69,21,33,3,10,109300000
5/8/2023,15,33,43,36,20,12,2,97500000
5/6/2023,39,51,53,31,47,6,2,87800000
5/3/2023,26,21,47,30,45,23,3,72200000
5/1/2023,61,38,66,55,3,1,3,61300000
4/29/2023,16,53,65,57,54,8,2,52100000
4/26/2023,15,49,2,30,35,6,2,38000000
4/24/2023,19,55,68,66,21,3,2,28200000
4/22/2023,63,68,17,36,47,25,2,20000000
4/19/2023,21,4,11,64,38,11,3,252600000
4/17/2023,64,35,63,23,25,25,3,237200000
4/15/2023,56,1,33,34,59,18,3,224500000
4/12/2023,41,36,59,9,44,4,2,202200000
4/10/2023,46,52,9,10,36,14,2,190600000
4/8/2023,51,11,22,60,24,18,3,181500000
4/5/2023,52,42,9,3,5,11,2,170400000
4/3/2023,16,31,68,30,54,1,2,159600000
4/1/2023,19,29,21,11,52,17,4,150200000
3/29/2023,66,9,24,46,4,7,3,132500000
3/27/2023,36,19,26,58,43,14,3,122200000
3/25/2023,15,57,18,47,17,19,2,112700000
3/22/2023,37,27,28,50,57,5,2,96900000
3/20/2023,32,67,47,1,27,14,2,86100000
3/18/2023,69,20,14,30,54,11,2,77100000
3/15/2023,18,33,37,50,16,8,2,63500000
3/13/2023,3,46,24,10,63,4,2,53000000
3/11/2023,33,58,11,43,20,24,2,44300000
3/8/2023,43,69,26,27,61,4,3,30500000
3/6/2023,69,58,13,29,2,4,3,20000000
3/4/2023,10,40,16,18,66,16,3,162600000
3/1/2023,2,28,9,36,53,4,2,144000000
2/27/2023,55,49,16,28,51,23,2,131500000
2/25/2023,24,66,58,11,67,26,3,120900000
2/22/2023,11,39,65,44,19,7,2,101600000
2/20/2023,17,3,54,38,26,15,3,88200000
2/18/2023,31,8,37,32,21,23,4,77500000
2/15/2023,60,31,63,54,32,12,4,58400000
2/13/2023,26,37,17,65,61,2,2,46800000
2/11/2023,65,30,10,23,54,11,4,37000000
2/8/2023,64,59,66,58,52,9,2,20000000
2/6/2023,22,11,23,5,69,7,2,754600000
2/4/2023,58,2,15,19,8,10,2,704400000
2/1/2023,58,59,43,31,66,9,2,646100000
1/30/2023,49,1,36,4,12,5,2,606600000
1/28/2023,23,27,47,18,2,15,4,576500000
1/25/2023,17,38,20,9,40,18,2,530100000
1/23/2023,47,60,31,58,12,23,3,500600000
1/21/2023,14,5,64,19,46,22,4,476700000
1/18/2023,15,47,22,6,42,26,3,441200000
1/16/2023,14,33,4,61,39,3,3,416900000
1/14/2023,24,26,57,39,47,23,2,397400000
1/11/2023,4,47,48,8,46,5,3,367600000
1/9/2023,18,43,48,60,69,14,3,341400000
1/7/2023,45,36,67,35,44,14,3,320600000
1/4/2023,68,12,56,32,67,26,3,296100000
1/2/2023,9,62,12,7,31,22,2,274600000
12/31/2022,18,37,44,64,50,11,3,258800000
12/28/2022,32,38,45,26,56,1,2,222000000
12/26/2022,60,41,47,17,61,17,3,204500000
12/24/2022,37,17,67,54,46,8,3,194400000
12/21/2022,34,15,59,24,12,14,2,170500000
12/19/2022,55,37,65,7,67,12,5,159000000
12/17/2022,56,33,66,68,64,12,2,149900000
12/14/2022,36,51,68,66,59,25,10,134800000
12/12/2022,55,16,50,31,61,9,4,124300000
12/10/2022,23,9,68,49,47,19,2,115000000
12/7/2022,61,59,28,6,44,21,2,100900000
12/5/2022,35,54,55,45,47,14,2,89200000
12/3/2022,13,36,37,6,33,7,4,79900000
11/30/2022,4,24,47,66,19,10,2,65600000
11/28/2022,48,30,50,32,29,20,2,54800000
11/26/2022,15,30,47,50,51,3,10,45700000
11/23/2022,31,2,1,39,66,25,2,32200000
11/21/2022,1,67,51,40,6,2,2,20000000
11/19/2022,62,63,28,7,64,10,3,92900000
11/16/2022,53,56,28,34,51,11,2,76000000
11/14/2022,54,67,19,53,35,21,2,62900000
11/12/2022,58,57,20,44,16,6,4,51400000
11/9/2022,14,24,7,30,56,7,2,32100000
11/7/2022,56,41,33,47,10,10,2,2040100000
11/5/2022,69,53,45,56,28,20,3,1656800000
11/2/2022,22,11,60,2,35,23,2,1247700000
10/31/2022,19,13,39,59,36,13,3,999300000
10/29/2022,40,19,57,31,46,23,3,822300000
10/26/2022,46,37,19,56,36,24,2,715300000
10/24/2022,23,45,54,35,18,16,4,637800000
10/22/2022,55,25,60,19,48,18,2,591300000
10/19/2022,27,42,15,8,6,10,3,515500000
10/17/2022,46,30,36,19,60,25,3,485000000
10/15/2022,32,62,40,58,37,15,5,464800000
10/12/2022,59,30,42,14,41,6,5,425300000
10/10/2022,17,3,22,11,6,11,2,403900000
10/8/2022,53,60,68,43,13,5,2,388600000
10/5/2022,26,37,33,62,30,6,2,354400000
10/3/2022,55,63,2,16,22,22,4,338200000
10/1/2022,69,22,21,65,8,26,2,325400000
9/28/2022,10,67,33,24,6,11,3,300700000
9/26/2022,31,33,13,20,59,20,3,286000000
9/24/2022,3,21,29,24,9,14,2,274800000
9/21/2022,33,34,6,54,45,7,2,251600000
9/19/2022,7,15,67,46,36,7,2,238300000
9/17/2022,5,25,36,61,51,1,3,228000000
9/14/2022,20,10,22,52,9,25,3,207100000
9/12/2022,66,14,34,6,16,25,3,194600000
9/10/2022,56,68,38,42,69,4,2,185200000
9/7/2022,3,33,16,30,36,20,3,168500000
9/5/2022,4,7,55,32,64,25,2,158400000
9/3/2022,18,27,65,49,69,9,2,150900000
8/31/2022,24,19,7,8,28,1,2,134200000
8/29/2022,69,61,43,13,36,18,3,124500000
8/27/2022,2,65,60,18,56,14,3,116500000
8/24/2022,37,35,6,24,44,22,4,100600000
8/22/2022,12,55,67,27,34,9,2,90000000
8/20/2022,16,11,9,66,5,7,2,82000000
8/17/2022,41,23,55,50,28,24,2,66500000
8/15/2022,20,50,47,63,24,5,2,57100000
8/13/2022,43,35,24,62,19,2,10,49600000
8/10/2022,68,59,61,44,29,19,2,36100000
8/8/2022,58,45,51,57,32,12,2,27200000
8/6/2022,15,8,46,56,68,3,2,20000000
8/3/2022,9,66,21,57,56,11,2,206900000
8/1/2022,31,65,36,15,21,16,3,191100000
7/30/2022,17,4,58,68,57,12,3,178800000
7/27/2022,25,55,1,44,57,26,2,151300000
7/25/2022,25,37,38,39,65,5,2,133900000
7/23/2022,59,39,41,54,62,12,3,122900000
7/20/2022,20,10,65,23,49,22,3,104100000
7/18/2022,36,14,50,58,34,5,3,90400000
7/16/2022,23,57,32,18,3,21,2,81400000
7/13/2022,22,23,47,63,36,2,2,67800000
7/11/2022,52,37,34,4,26,9,2,57600000
7/9/2022,42,22,52,46,14,24,3,49800000
7/6/2022,36,32,69,49,62,13,2,35300000
7/4/2022,16,15,56,31,24,4,2,26400000
7/2/2022,59,10,9,37,62,26,3,20000000
6/29/2022,63,40,8,49,58,14,3,366700000
6/27/2022,13,30,37,18,11,16,3,348200000
6/25/2022,12,20,32,27,6,4,3,333700000
6/22/2022,10,56,6,31,48,12,3,313700000
6/20/2022,3,44,69,61,63,13,2,296700000
6/18/2022,40,45,10,19,58,25,2,284300000
6/15/2022,28,19,42,41,51,7,2,258700000
6/13/2022,2,44,42,51,27,25,2,244300000
6/11/2022,26,53,69,20,18,5,2,232800000
6/8/2022,39,43,62,22,64,7,4,211800000
6/6/2022,10,2,44,35,46,4,2,199300000
6/4/2022,60,52,14,16,36,16,3,189600000
6/1/2022,41,56,63,11,57,2,2,168500000
5/30/2022,51,69,28,68,27,22,2,157500000
5/28/2022,66,50,61,39,2,15,2,149700000
5/25/2022,42,19,28,39,57,17,3,136300000
5/23/2022,42,37,33,1,39,26,2,125800000
5/21/2022,15,52,25,58,14,11,2,117300000
5/18/2022,64,41,40,58,65,17,3,102300000
5/16/2022,7,22,15,36,64,13,2,91200000
5/14/2022,6,52,40,45,41,9,3,82900000
5/11/2022,61,5,7,69,63,18,2,69600000
5/9/2022,18,56,30,35,52,5,2,59600000
5/7/2022,5,28,6,67,4,10,2,51700000
5/4/2022,55,63,69,39,37,23,2,36400000
5/2/2022,18,39,44,33,27,8,5,27100000
4/30/2022,21,37,44,63,14,1,3,20000000
4/27/2022,62,68,61,11,36,4,2,473100000
4/25/2022,18,61,12,39,20,10,2,434800000
4/23/2022,49,10,56,39,47,8,3,409300000
4/20/2022,55,30,56,20,45,14,2,372800000
4/18/2022,8,33,59,55,62,18,2,352500000
4/16/2022,62,32,15,65,21,26,5,337700000
4/13/2022,63,68,41,16,14,26,2,303600000
4/11/2022,5,34,24,31,7,4,2,287300000
4/9/2022,62,31,66,6,16,18,2,275700000
4/6/2022,6,45,47,42,64,18,3,247500000
4/4/2022,2,39,69,32,46,6,2,233300000
4/2/2022,58,59,47,28,6,18,2,223000000
3/30/2022,37,3,31,21,7,11,3,207100000
3/28/2022,62,11,18,58,39,3,2,195500000
3/26/2022,2,50,10,59,61,6,3,187000000
3/23/2022,37,38,31,32,48,24,2,167000000
3/21/2022,26,15,65,63,1,16,2,157100000
3/19/2022,9,52,18,8,48,6,2,149300000
3/16/2022,58,35,28,34,3,17,2,134100000
3/14/2022,21,28,32,49,44,6,3,124700000
3/12/2022,19,39,37,61,20,8,2,117200000
3/9/2022,34,13,22,67,51,10,2,99400000
3/7/2022,59,67,10,55,43,2,3,90500000
3/5/2022,37,23,52,63,8,13,2,83700000
3/2/2022,63,61,48,19,37,12,2,73600000
2/28/2022,21,7,39,47,55,19,2,64900000
2/26/2022,48,32,36,64,15,19,3,58200000
2/23/2022,64,35,17,6,21,18,2,46200000
2/21/2022,37,45,36,69,2,3,2,37600000
2/19/2022,10,3,15,42,33,11,2,31300000
2/16/2022,40,22,48,30,42,16,2,20000000
2/14/2022,49,55,16,27,25,17,3,185300000
2/12/2022,10,8,41,21,62,7,3,176100000
2/9/2022,63,17,51,2,33,26,2,158000000
2/7/2022,65,5,15,38,47,10,3,147700000
2/5/2022,39,61,27,16,5,24,2,139800000
2/2/2022,33,62,18,63,29,15,3,125300000
1/31/2022,61,10,69,51,15,14,3,114700000
1/29/2022,54,2,15,65,38,11,4,106500000
1/26/2022,69,38,49,4,11,16,3,91400000
1/24/2022,11,53,47,30,29,16,3,82200000
1/22/2022,67,14,8,33,36,17,2,75400000
1/19/2022,11,43,61,15,55,10,3,63000000
1/17/2022,46,65,24,35,9,22,2,54100000
1/15/2022,3,59,37,51,18,13,2,47800000
1/12/2022,21,22,30,12,33,24,4,35500000
1/10/2022,17,21,14,27,18,9,2,26800000
1/8/2022,21,20,65,36,60,13,10,20000000
1/5/2022,25,6,14,33,46,17,2,632600000
1/3/2022,2,33,13,32,48,22,2,561300000
1/1/2022,39,48,12,50,6,7,2,518700000
12/29/2021,39,6,9,33,2,11,2,459600000
12/27/2021,62,45,36,64,38,19,2,429000000
12/25/2021,29,45,58,55,27,2,3,410000000
12/22/2021,16,68,48,7,19,15,2,378600000
12/20/2021,13,66,2,23,34,2,4,363300000
12/18/2021,61,24,51,6,2,1,2,352200000
